Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,16,0.05,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,18,0.12,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,20,0.24,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,21,0.29,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,23,0.31,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,25,0.35,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,27,0.37,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,28,0.4,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,29,0.37,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,31,0.17,s^-1,8.71,-52.5
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,16,0.1,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,17,0.03,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,19,0.08,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,21,0.12,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,22,0.05,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,24,0.13,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,26,0.18,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,27,0.18,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,29,0.19,s^-1,7.03,-48.23
Leonella granifera,Leonella granifera,Meier et al. (2004),growth rate,30,0.17,s^-1,7.03,-48.23
Leptocylindricus danicus,Leptocylindrus danicus,Verity (1982),growth rate,5,0.22,s^-1,NA,NA
Leptocylindricus danicus,Leptocylindrus danicus,Verity (1982),growth rate,10,0.7,s^-1,NA,NA
Leptocylindricus danicus,Leptocylindrus danicus,Verity (1982),growth rate,15,1.95,s^-1,NA,NA
Leptocylindricus danicus,Leptocylindrus danicus,Verity (1982),growth rate,20,1.88,s^-1,NA,NA
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,11,0,s^-1,28.9,50.75
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,14,0,s^-1,28.9,50.75
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,17,0.35,s^-1,28.9,50.75
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,21,0.9,s^-1,28.9,50.75
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,28,1.52,s^-1,28.9,50.75
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,31,0.9,s^-1,28.9,50.75
Leptocylindrus danicus,Leptocylindrus danicus,Hulburt (1982),growth rate,34,0,s^-1,28.9,50.75
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,11,0,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,13,0.46,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,16,0.66,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,19,1.15,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,22,1.43,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,24,1.34,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,27,1.87,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,31,0.99,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,34,1.42,s^-1,32.3,-64.7
Men. 5 (Diatom),Men. 5 (Diatom),Hulburt (1982),growth rate,37,0,s^-1,32.3,-64.7
Merismopedia tenuissima,Merismopedia tenuissima,Coles and Jones (2000),growth rate,15,0.19,s^-1,NA,NA
Merismopedia tenuissima,Merismopedia tenuissima,Coles and Jones (2000),growth rate,20,0.59,s^-1,NA,NA
Merismopedia tenuissima,Merismopedia tenuissima,Coles and Jones (2000),growth rate,25,0.63,s^-1,NA,NA
Merismopedia tenuissima,Merismopedia tenuissima,Coles and Jones (2000),growth rate,30,0.69,s^-1,NA,NA
Mesotaenium kramstai,Mesotaenium kramstae,Moss (1973),growth rate,4,0.03,s^-1,NA,NA
Mesotaenium kramstai,Mesotaenium kramstae,Moss (1973),growth rate,10,0.18,s^-1,NA,NA
