Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Synechococcus CCMP1632,Synechococcus,Mackey et al. (2013),growth rate,21,0.91,s^-1,36.8,118.65
Synechococcus CCMP1632,Synechococcus,Mackey et al. (2013),growth rate,24,0.63,s^-1,36.8,118.65
Synechococcus CCMP1632,Synechococcus,Mackey et al. (2013),growth rate,27,0,s^-1,36.8,118.65
Synechococcus WH8102,Synechococcus,Mackey et al. (2013),growth rate,15,0,s^-1,22.495,-65.6
Synechococcus WH8102,Synechococcus,Mackey et al. (2013),growth rate,18,0.15,s^-1,22.495,-65.6
Synechococcus WH8102,Synechococcus,Mackey et al. (2013),growth rate,21,0.49,s^-1,22.495,-65.6
Synechococcus WH8102,Synechococcus,Mackey et al. (2013),growth rate,24,0.28,s^-1,22.495,-65.6
Synechococcus WH8102,Synechococcus,Mackey et al. (2013),growth rate,27,0,s^-1,22.495,-65.6
Synechococcus CCMP2606,Synechococcus,Mackey et al. (2013),growth rate,15,0.08,s^-1,15.31,72.59
Synechococcus CCMP2606,Synechococcus,Mackey et al. (2013),growth rate,18,0.13,s^-1,15.31,72.59
Synechococcus CCMP2606,Synechococcus,Mackey et al. (2013),growth rate,21,0.45,s^-1,15.31,72.59
Synechococcus CCMP2606,Synechococcus,Mackey et al. (2013),growth rate,24,0.71,s^-1,15.31,72.59
Synechococcus CCMP2606,Synechococcus,Mackey et al. (2013),growth rate,27,0.99,s^-1,15.31,72.59
Synechococcus PCC7002,Synechococcus,Mackey et al. (2013),growth rate,15,0.22,s^-1,17.97,-67.046
Synechococcus PCC7002,Synechococcus,Mackey et al. (2013),growth rate,18,0.46,s^-1,17.97,-67.046
Synechococcus PCC7002,Synechococcus,Mackey et al. (2013),growth rate,21,0.73,s^-1,17.97,-67.046
Synechococcus PCC7002,Synechococcus,Mackey et al. (2013),growth rate,24,NA,s^-1,17.97,-67.046
Synechococcus PCC7002,Synechococcus,Mackey et al. (2013),growth rate,27,1.01,s^-1,17.97,-67.046
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,0.6,0.037,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,7,0.119,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,16,0.225,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,21,0.265,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,25,0.258,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,28,0.099,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,32,0.052,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,35,0.011,s^-1,79.95,50.08
Cosmarium crenatum,Cosmarium crenatum,Stamenkovi? and Hanelt (2013),growth rate,37,0,s^-1,79.95,50.08
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,0.6,0.006,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,7,0.094,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,16,0.145,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,21,0.222,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,25,0.314,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,28,0.057,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,32,0.045,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,35,0.009,s^-1,71.1,25.82
Cosmarium punctulatum #571,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,37,0,s^-1,71.1,25.82
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,0.6,0.001,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,7,0.07,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,16,0.312,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,21,0.509,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,25,0.586,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,28,0.179,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,32,0.079,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,35,0.073,s^-1,42.9,140.75
Cosmarium regnesii,Cosmarium regnesii,Stamenkovi? and Hanelt (2013),growth rate,37,0.056,s^-1,42.9,140.75
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,0.6,0.006,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,7,0.087,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,16,0.338,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,21,0.517,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,25,0.31,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,28,0.276,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,32,0.058,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,35,0.049,s^-1,50.08,14.42
Cosmarium meneghinii,Cosmarium meneghinii,Stamenkovi? and Hanelt (2013),growth rate,37,0.006,s^-1,50.08,14.42
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,0.6,0.033,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,7,0.084,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,16,0.264,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,21,0.271,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,25,0.458,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,28,0.099,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,32,0.05,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,35,0.049,s^-1,-0.67,-78.43
Cosmarium punctulatum #570,Cosmarium punctulatum,Stamenkovi? and Hanelt (2013),growth rate,37,0,s^-1,-0.67,-78.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,0.6,0.001,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,7,0.011,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,16,0.169,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,21,0.268,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,25,0.322,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,28,0.329,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,32,0.094,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,35,0.106,s^-1,-0.15,36.43
Cosmarium beatum,Cosmarium beatum,Stamenkovi? and Hanelt (2013),growth rate,37,0,s^-1,-0.15,36.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,10,0,s^-1,34.35,132.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,15,0.15,s^-1,34.35,132.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,20,0.57,s^-1,34.35,132.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,25,0.84,s^-1,34.35,132.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,30,0.85,s^-1,34.35,132.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,32.5,0.55,s^-1,34.35,132.43
Chattonella ovata CO2,Chattonella marina,Yamaguchi et al. (2010),growth rate,35,0,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,10,0,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,15,0.07,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,20,0.42,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,25,0.82,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,30,0.69,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,32.5,0.28,s^-1,34.35,132.43
Chattonella ovata CO3,Chattonella marina,Yamaguchi et al. (2010),growth rate,35,0,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,10,0,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,15,0.01,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,20,0.55,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,25,0.83,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,30,0.96,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,32.5,0.69,s^-1,34.35,132.43
Chattonella ovata CO8,Chattonella marina,Yamaguchi et al. (2010),growth rate,35,0,s^-1,34.35,132.43
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,15,0,s^-1,33.52,133.76
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,17.5,0.42,s^-1,33.52,133.76
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,20,0.49,s^-1,33.52,133.76
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,25,0.69,s^-1,33.52,133.76
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,30,0.62,s^-1,33.52,133.76
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,32.5,0.07,s^-1,33.52,133.76
Ostreopsis cf. ovata,Ostreopsis ovata,Yamaguchi et al. (2012),growth rate,35,0,s^-1,33.52,133.76
Heterocapsa circularisquama,Heterocapsa circularisquama,Yamaguchi et al. (1997),growth rate,5,0,s^-1,34.7,136.97
Heterocapsa circularisquama,Heterocapsa circularisquama,Yamaguchi et al. (1997),growth rate,10,0,s^-1,34.7,136.97
Heterocapsa circularisquama,Heterocapsa circularisquama,Yamaguchi et al. (1997),growth rate,15,0.24,s^-1,34.7,136.97
Heterocapsa circularisquama,Heterocapsa circularisquama,Yamaguchi et al. (1997),growth rate,20,0.55,s^-1,34.7,136.97
Heterocapsa circularisquama,Heterocapsa circularisquama,Yamaguchi et al. (1997),growth rate,25,0.69,s^-1,34.7,136.97
Heterocapsa circularisquama,Heterocapsa circularisquama,Yamaguchi et al. (1997),growth rate,30,0.9,s^-1,34.7,136.97
Heterocapsa triquetra,Heterocapsa triquetra,Yamaguchi et al. (1997),growth rate,5,0.24,s^-1,34.35,132.458
Heterocapsa triquetra,Heterocapsa triquetra,Yamaguchi et al. (1997),growth rate,10,0.35,s^-1,34.35,132.458
Heterocapsa triquetra,Heterocapsa triquetra,Yamaguchi et al. (1997),growth rate,15,0.59,s^-1,34.35,132.458
Heterocapsa triquetra,Heterocapsa triquetra,Yamaguchi et al. (1997),growth rate,20,0.52,s^-1,34.35,132.458
Heterocapsa triquetra,Heterocapsa triquetra,Yamaguchi et al. (1997),growth rate,25,0.57,s^-1,34.35,132.458
Heterocapsa triquetra,Heterocapsa triquetra,Yamaguchi et al. (1997),growth rate,30,0,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,5,0.62,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,10,0.83,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,15,1.14,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,20,1.11,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,25,0.12,s^-1,34.35,132.458
Chattonella verruculosa,Pseudochattonella verruculosa,Yamaguchi et al. (1997),growth rate,30,0,s^-1,34.35,132.458
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,2,0.277259,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,5,0.42282,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,8,0.533723,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,11,0.727805,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,14,0.998132,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,17,1.16449,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,17,1.04665,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,20,1.07438,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,25,0.928817,s^-1,54.57,-3
Asterionella formosa,Asterionella formosa,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,2,0.145561,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,5,0.263396,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,8,0.429751,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,11,0.561449,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,14,0.51986,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,17,0.547586,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,17,0.533723,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,20,0.499066,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,25,0.408957,s^-1,54.57,-3
Cryptomonas marssonii,Cryptomonas marssonii,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,2,0.138629,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,5,0.201013,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,8,0.304985,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,11,0.346574,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,14,0.457477,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,17,0.499066,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,17,0.464409,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,20,0.388162,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,25,0.256464,s^-1,54.57,-3
Dinobryon divergens,Dinobryon divergens,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,8,0,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,11,0.0415888,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,14,0.0901091,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,17,0.159424,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,20,0.201013,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,25,0.194081,s^-1,54.57,-3
Ceratium furcoides,Ceratium furcoides,Butterwick et al. (2005),growth rate,30,0,s^-1,54.57,-3
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,2,0.0415888,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,5,0.103972,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,8,0.166355,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,11,0.28419,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,14,0.381231,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,17,0.214876,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,17,0.367368,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,20,0.311916,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,20,0.360437,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,25,0.367368,s^-1,51.75,-1.36
Tribonema sp.,Tribonema,Butterwick et al. (2005),growth rate,30,0,s^-1,51.75,-1.36
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,2,0.0554518,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,5,0.117835,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,8,0.166355,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,11,0.291122,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,14,0.402025,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,17,0.436683,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,17,0.492135,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,20,0.561449,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,25,0.603038,s^-1,54.57,-3
Staurastrum cingulum,Staurastrum cingulum,Butterwick et al. (2005),growth rate,30,0.65849,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,2,0,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,8,0.201013,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,11,0.318848,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,14,0.485203,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,17,0.526792,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,17,0.741668,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,20,0.65849,s^-1,54.57,-3
Tychonema bourrellyi,Tychonema bourrellyi,Butterwick et al. (2005),growth rate,25,0.630764,s^-1,54.57,-3
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,10,0.448,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,13,0.573,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,16.5,0.636,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,20,0.676,s^-1,NA,NA
Cyclotella cryptica,Cyclotella cryptica,Montagnes & Franklin (2001),growth rate,25,0.775,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,9,0.409,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,12,0.625,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,13,0.508,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,16.5,0.696,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,20,0.725,s^-1,NA,NA
Ditylum brightwellii,Ditylum brightwellii,Montagnes & Franklin (2001),growth rate,25,0.676,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,8,0.423,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,9,0.538,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,13,0.726,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,16,0.923,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,20,0.995,s^-1,NA,NA
Phaeodactylum tricornutum,Phaeodactylum tricornutum,Montagnes & Franklin (2001),growth rate,25,0.74,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,10,0.371,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,13,0.33,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,16.5,0.56,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,20,0.445,s^-1,NA,NA
Thalassiosira eccentrica,Thalassiosira eccentrica,Montagnes & Franklin (2001),growth rate,25,0.564,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,9,0.162,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,12,0.587,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,16,0.548,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,20,0.517,s^-1,NA,NA
Conticribra weissflogii,Thalassiosira weissflogii,Montagnes & Franklin (2001),growth rate,25,0.387,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,10,0.136,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,13,0.286,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,17,0.334,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,20,0.181,s^-1,NA,NA
Coscinodiscus sp.,Coscinodiscus,Montagnes & Franklin (2001),growth rate,25,0.207,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,9,0.448,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,13,0.706,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,16,0.701,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,20,0.879,s^-1,NA,NA
Skeletonema costatum,Skeletonema costatum,Montagnes & Franklin (2001),growth rate,25,0.801,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,13,0.405,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,16.5,0.656,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,20,0.701,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,25,0.69,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,17,0.836,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,20,1.325,s^-1,NA,NA
Chaetoceros simplex var. calcitrans,Chaetoceros simplex,Montagnes & Franklin (2001),growth rate,25,1.826,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,13,0.624,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,16,0.678,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,20,0.695,s^-1,NA,NA
Isochrysis galbana,Isochrysis galbana,Montagnes & Franklin (2001),growth rate,25,0.719,s^-1,NA,NA
